Unnamed: 0,Project,specification,area,price
399,399,Mittal Pebbles High Mont4.1 ★,3 BHK,835 sq.ft. (78 sq.m.) Carpet Area,"₹ 80.71 L₹ 9,656/sq.ft."
400,400,Mittal Pebbles High Mont4.1 ★,2 BHK2 Baths,569 sq.ft. (53 sq.m.) Carpet Area,"₹ 55 L₹ 9,666/sq.ft."
401,401,Paranjape Blue Ridge4.4 ★,3 BHK3 Baths,889 sq.ft. (83 sq.m.) Carpet Area,"₹ 95.56 L₹ 10,740/sq.ft."
402,402,Paranjape Blue Ridge4.4 ★,2 BHK2 Baths,688 sq.ft. (64 sq.m.) Carpet Area,"₹ 80.86 L₹ 11,737/sq.ft."
403,403,Paranjape Blue Ridge4.4 ★,1 BHK1 Bath,495 sq.ft. (46 sq.m.) Carpet Area,"₹ 50 L₹ 10,102/sq.ft."
404,404,Kumar Megapolis4.5 ★,3 BHK3 Baths,"1,485 sq.ft. (138 sq.m.) Super built-up Area","₹ 70.26 L₹ 4,731/sq.ft."
405,405,Kumar Megapolis4.5 ★,2 BHK2 Baths,"1,078-1,124 sq.ft. (100-104 sq.m.) Super built-up Area","₹ 51  - 53.18 L₹ 4,731/sq.ft."
406,406,Park Astra,2 BHK2 Baths,537 sq.ft. (50 sq.m.) Carpet Area,"₹ 49 L₹ 9,115/sq.ft."
407,407,Kasturi Eon Homes4.1 ★,2 BHK2 Baths,721-935 sq.ft. (67-87 sq.m.) Carpet Area,"₹ 73.67  - 95.54 L₹ 10,212/sq.ft."
408,408,TCG Cliff Garden,2 BHK2 Baths,658-742 sq.ft. (61-69 sq.m.) Carpet Area,₹ 52.25  - 59.2 L
409,409,Rohan Ipsita,2 BHK2 Baths,482-645 sq.ft. (45-60 sq.m.) Carpet Area,₹ 48.2 L Onwards
410,410,Rohan Ipsita,1 BHK1 Bath,303-384 sq.ft. (28-36 sq.m.) Carpet Area,₹ 35.74 L Onwards
411,411,32 Pinewood Drive,3 BHK,792 sq.ft. (74 sq.m.) Carpet Area,"₹ 75 L₹ 9,469/sq.ft."
412,412,32 Pinewood Drive,2 BHK,606 sq.ft. (56 sq.m.) Carpet Area,"₹ 54 L₹ 8,910/sq.ft."
413,413,Paranjape Trident Towers,2 BHK2 Baths,519 sq.ft. (48 sq.m.) Carpet Area,"₹ 61 L₹ 11,735/sq.ft."
414,414,Pride Purple Park Connect,3 BHK,700 sq.ft. (65 sq.m.) Carpet Area,"₹ 82 L₹ 11,714/sq.ft."
415,415,Pride Purple Park Connect,2 BHK2 Baths,490-625 sq.ft. (46-58 sq.m.) Carpet Area,"₹ 60  - 76.23 L₹ 12,208/sq.ft."
416,416,Rohan Prathama,2 BHK,503-563 sq.ft. (47-52 sq.m.) Carpet Area,"₹ 59.21  - 66.14 L₹ 11,751/sq.ft."
417,417,Rohan Prathama,1 BHK,410 sq.ft. (38 sq.m.) Carpet Area,"₹ 47.65 L₹ 11,621/sq.ft."
418,418,Rahul Aston,2 BHK2 Baths,827 sq.ft. (77 sq.m.) Carpet Area,₹ 73 L
419,419,Kolte Patil R16 at Life Republic,2 BHK2 Baths,637-649 sq.ft. (59-60 sq.m.) Carpet Area,"₹ 47  - 47.88 L₹ 7,374/sq.ft."
420,420,Mittal Pebbles High Mont4.1 ★,3 BHK,835 sq.ft. (78 sq.m.) Carpet Area,"₹ 80.71 L₹ 9,656/sq.ft."
421,421,Mittal Pebbles High Mont4.1 ★,2 BHK2 Baths,569 sq.ft. (53 sq.m.) Carpet Area,"₹ 55 L₹ 9,666/sq.ft."
422,422,Paranjape Blue Ridge4.4 ★,3 BHK3 Baths,889 sq.ft. (83 sq.m.) Carpet Area,"₹ 95.56 L₹ 10,740/sq.ft."
423,423,Paranjape Blue Ridge4.4 ★,2 BHK2 Baths,688 sq.ft. (64 sq.m.) Carpet Area,"₹ 80.86 L₹ 11,737/sq.ft."
424,424,Paranjape Blue Ridge4.4 ★,1 BHK1 Bath,495 sq.ft. (46 sq.m.) Carpet Area,"₹ 50 L₹ 10,102/sq.ft."
425,425,Kumar Megapolis4.5 ★,3 BHK3 Baths,"1,485 sq.ft. (138 sq.m.) Super built-up Area","₹ 70.26 L₹ 4,731/sq.ft."
426,426,Kumar Megapolis4.5 ★,2 BHK2 Baths,"1,078-1,124 sq.ft. (100-104 sq.m.) Super built-up Area","₹ 51  - 53.18 L₹ 4,731/sq.ft."
427,427,Park Astra,2 BHK2 Baths,537 sq.ft. (50 sq.m.) Carpet Area,"₹ 49 L₹ 9,115/sq.ft."
428,428,Kasturi Eon Homes4.1 ★,2 BHK2 Baths,721-935 sq.ft. (67-87 sq.m.) Carpet Area,"₹ 73.67  - 95.54 L₹ 10,212/sq.ft."
429,429,TCG Cliff Garden,2 BHK2 Baths,658-742 sq.ft. (61-69 sq.m.) Carpet Area,₹ 52.25  - 59.2 L
430,430,Rohan Ipsita,2 BHK2 Baths,482-645 sq.ft. (45-60 sq.m.) Carpet Area,₹ 48.2 L Onwards
431,431,Rohan Ipsita,1 BHK1 Bath,303-384 sq.ft. (28-36 sq.m.) Carpet Area,₹ 35.74 L Onwards
432,432,32 Pinewood Drive,3 BHK,792 sq.ft. (74 sq.m.) Carpet Area,"₹ 75 L₹ 9,469/sq.ft."
433,433,32 Pinewood Drive,2 BHK,606 sq.ft. (56 sq.m.) Carpet Area,"₹ 54 L₹ 8,910/sq.ft."
434,434,Paranjape Trident Towers,2 BHK2 Baths,519 sq.ft. (48 sq.m.) Carpet Area,"₹ 61 L₹ 11,735/sq.ft."
435,435,Pride Purple Park Connect,3 BHK,700 sq.ft. (65 sq.m.) Carpet Area,"₹ 82 L₹ 11,714/sq.ft."
436,436,Pride Purple Park Connect,2 BHK2 Baths,490-625 sq.ft. (46-58 sq.m.) Carpet Area,"₹ 60  - 76.23 L₹ 12,208/sq.ft."
437,437,Rohan Prathama,2 BHK,503-563 sq.ft. (47-52 sq.m.) Carpet Area,"₹ 59.21  - 66.14 L₹ 11,751/sq.ft."
438,438,Rohan Prathama,1 BHK,410 sq.ft. (38 sq.m.) Carpet Area,"₹ 47.65 L₹ 11,621/sq.ft."
439,439,Shapoorji Joyville,2 BHK,655 sq.ft. (61 sq.m.) Carpet Area,"₹ 63.08 L₹ 9,630/sq.ft."
440,440,Shapoorji Joyville,1 BHK,414 sq.ft. (38 sq.m.) Carpet Area,"₹ 40.36 L₹ 9,744/sq.ft."
441,441,ITrend Homes3.9 ★,1 BHK2 Baths,500 sq.ft. (46 sq.m.) Carpet Area,₹ 42 L
442,442,Menlo Homes,2 BHK2 Baths,684 sq.ft. (64 sq.m.) Carpet Area,"₹ 48.8 L₹ 7,134/sq.ft."
443,443,Kolte Patil Life Republic4.5 ★,2 BHK2 Baths,916 sq.ft. (85 sq.m.) Carpet Area,"₹ 70 L₹ 7,641/sq.ft."
444,444,Kolte Patil Life Republic4.5 ★,2 BHK2 Baths,800 sq.ft. (74 sq.m.) Carpet Area,"₹ 65 L₹ 8,125/sq.ft."
445,445,Kolte Patil Life Republic4.5 ★,3 BHK3 Baths,"1,287 sq.ft. (120 sq.m.) Carpet Area","₹ 79 L₹ 6,138/sq.ft."
446,446,Kolte Patil Life Republic4.5 ★,3 BHK3 Baths,"1,170 sq.ft. (109 sq.m.) Carpet Area","₹ 82.5 L₹ 7,051/sq.ft."
447,447,Kolte Patil Life Republic4.5 ★,1 BHK1 Bath,455 sq.ft. (42 sq.m.) Carpet Area,"₹ 35 L₹ 7,692/sq.ft."
448,448,Kolte Patil Life Republic4.5 ★,1 BHK1 Bath,460 sq.ft. (43 sq.m.) Carpet Area,"₹ 40 L₹ 8,695/sq.ft."
449,449,Kolte Patil Life Republic4.5 ★,2 BHK2 Baths,916 sq.ft. (85 sq.m.) Carpet Area,"₹ 65 L₹ 7,096/sq.ft."
450,450,Kolte Patil Life Republic4.5 ★,1 BHK1 Bath,455 sq.ft. (42 sq.m.) Carpet Area,"₹ 33 L₹ 7,252/sq.ft."
451,451,Kolte Patil Life Republic4.5 ★,2 BHK2 Baths,799 sq.ft. (74 sq.m.) Carpet Area,"₹ 54.5 L₹ 6,821/sq.ft."
452,452,Kolte Patil Life Republic4.5 ★,3 BHK3 Baths,"1,188 sq.ft. (110 sq.m.) Carpet Area","₹ 74.8 L₹ 6,296/sq.ft."
453,453,Kolte Patil Life Republic4.5 ★,3 BHK3 Baths,"1,188 sq.ft. (110 sq.m.) Carpet Area","₹ 77 L₹ 6,481/sq.ft."
454,454,Kolte Patil Life Republic4.5 ★,3 BHK3 Baths,"1,287 sq.ft. (120 sq.m.) Carpet Area","₹ 73.5 L₹ 5,710/sq.ft."
455,455,Sheth Beverly Hills,1 BHK1 Bath,720 sq.ft. (67 sq.m.) Built-up Area,"₹ 45 L₹ 6,250/sq.ft."
456,456,Paranjape Blue Ridge4.4 ★,3 BHK3 Baths,"1,107 sq.ft. (103 sq.m.) Carpet Area","₹ 1 Cr₹ 9,033/sq.ft."
457,457,Paranjape Blue Ridge4.4 ★,1 BHK1 Bath,495 sq.ft. (46 sq.m.) Carpet Area,"₹ 37 L₹ 7,474/sq.ft."
458,458,on request,3 BHK3 Baths,"1,171 sq.ft. (109 sq.m.) Super built-up Area","₹ 76.5 L₹ 6,532/sq.ft."
459,459,on request,3 BHK3 Baths,"1,401 sq.ft. (130 sq.m.) Super built-up Area","₹ 77.5 L₹ 5,531/sq.ft."
460,460,on request,1 BHK1 Bath,601 sq.ft. (56 sq.m.) Super built-up Area,"₹ 32 L₹ 5,324/sq.ft."
461,461,on request,1 BHK1 Bath,601 sq.ft. (56 sq.m.) Super built-up Area,"₹ 31.5 L₹ 5,241/sq.ft."
462,462,on request,1 BHK1 Bath,602 sq.ft. (56 sq.m.) Super built-up Area,"₹ 35 L₹ 5,813/sq.ft."
463,463,on request,1 BHK1 Bath,601 sq.ft. (56 sq.m.) Super built-up Area,"₹ 36 L₹ 5,990/sq.ft."
464,464,on request,3 BHK3 Baths,"1,401 sq.ft. (130 sq.m.) Super built-up Area","₹ 78 L₹ 5,567/sq.ft."
465,465,on request,2 BHK2 Baths,750 sq.ft. (70 sq.m.) Carpet Area,"₹ 55 L₹ 7,333/sq.ft."
466,466,SBM Aviva,1 BHK1 Bath,455 sq.ft. (42 sq.m.) Carpet Area,"₹ 42.28 L₹ 9,292/sq.ft."
467,467,Megapolis Sangria Hinjewadi,2 BHK2 Baths,"1,118 sq.ft. (104 sq.m.) Built-up Area","₹ 63 L₹ 5,635/sq.ft."
468,468,Godrej 24,2 BHK2 Baths,702 sq.ft. (65 sq.m.) Carpet Area,"₹ 75 L₹ 10,683/sq.ft."
469,469,Park Astra,3 BHK3 Baths,807 sq.ft. (75 sq.m.) Carpet Area,"₹ 65 L₹ 8,052/sq.ft."
470,470,ITrend Homes3.9 ★,2 BHK,628 sq.ft. (58 sq.m.) Carpet Area,₹ 51 L
471,471,Park Astra,3 BHK3 Baths,807 sq.ft. (75 sq.m.) Carpet Area,"₹ 65 L₹ 8,052/sq.ft."
472,472,ITrend Homes3.9 ★,2 BHK,628 sq.ft. (58 sq.m.) Carpet Area,₹ 51 L
473,473,32 Pinewood Drive,3 BHK,792 sq.ft. (74 sq.m.) Carpet Area,"₹ 75 L₹ 9,469/sq.ft."
474,474,Silicon Elite,1 BHK1 Bath,602 sq.ft. (56 sq.m.) Built-up Area,"₹ 40 L₹ 6,644/sq.ft."
475,475,Kolte Patil Life Republic4.5 ★ ,1 BHK1 Bath,590 sq.ft. (55 sq.m.) Built-up Area,"₹ 40 L₹ 6,779/sq.ft."
476,476,Rama Melange Residences4.6 ★ ,2 BHK2 Baths,730 sq.ft. (68 sq.m.) Super built-up Area,"₹ 58 L₹ 7,945/sq.ft."
477,477,Xerbia Apartments,1 BHK1 Bath,315 sq.ft. (29 sq.m.) Carpet Area,"₹ 18 L₹ 5,714/sq.ft."
478,478,HubTech Bunglow Plots,3 BHK4 Baths,"3,000 sq.ft. (279 sq.m.) Plot Area","₹ 2.5 Cr₹ 8,333/sq.ft."
479,479,Xrbia Hinjewadi4.2 ★ ,2 BHK2 Baths,600 sq.ft. (56 sq.m.) Built-up Area,"₹ 30 L₹ 5,000/sq.ft."
480,480,garve akshara park,1 BHK1 Bath,391 sq.ft. (36 sq.m.) Carpet Area,"₹ 28 L₹ 7,161/sq.ft."
481,481,Kolte Patil Life Republic4.4 ★ ,1 BHK1 Bath,650 sq.ft. (60 sq.m.) Built-up Area,"₹ 37 L₹ 5,692/sq.ft."
482,482,Kolte Patil Life Republic4.4 ★ ,1 BHK1 Bath,585 sq.ft. (54 sq.m.) Built-up Area,"₹ 46 L₹ 7,863/sq.ft."
483,483,hinjawadi hills xrbia society,3 BHK2 Baths,800 sq.ft. (74 sq.m.) Super built-up Area,"₹ 40 L₹ 4,375/sq.ft."
484,484,Life Republic I Tower,1 BHK1 Bath,590 sq.ft. (55 sq.m.) Built-up Area,"₹ 35 L₹ 5,932/sq.ft."
485,485,Megapolis Sunway4.4 ★ ,2 BHK2 Baths,"1,007 sq.ft. (94 sq.m.) Super built-up Area","₹ 60 L₹ 5,958/sq.ft."
486,486,SBM Aviva,1 BHK1 Bath,450 sq.ft. (42 sq.m.) Carpet Area,"₹ 40 L₹ 8,888/sq.ft."
487,487,xrbia hills chs,2 BHK2 Baths,600 sq.ft. (56 sq.m.) Super built-up Area,"₹ 30 L₹ 5,000/sq.ft."
488,488,Geras Adara,1 BHK1 Bath,350 sq.ft. (33 sq.m.) Carpet Area,"₹ 42 L₹ 12,000/sq.ft."
489,489,Xrbia Hinjewadi Road4.2 ★ ,2 BHK2 Baths,585 sq.ft. (54 sq.m.) Super built-up Area,"₹ 32 L₹ 5,470/sq.ft."
490,490,Sagar Accord,1 BHK1 Bath,490 sq.ft. (46 sq.m.) Carpet Area,"₹ 47 L₹ 9,591/sq.ft."
491,491,Gurukrupa Residency3.9 ★ ,1 BHK1 Bath,600 sq.ft. (56 sq.m.) Super built-up Area,"₹ 33 L₹ 5,500/sq.ft."
492,492,Rama Air Castles4.5 ★ ,2 BHK2 Baths,837 sq.ft. (78 sq.m.) Super built-up Area,"₹ 52 L₹ 6,212/sq.ft."
493,493,Mittal Pebbles High Mont4.1 ★ ,2 BHK2 Baths,750 sq.ft. (70 sq.m.) Built-up Area,"₹ 60 L₹ 8,000/sq.ft."
494,494,Silicon Elite,1 BHK1 Bath,602 sq.ft. (56 sq.m.) Built-up Area,"₹ 40 L₹ 6,644/sq.ft."
495,495,Kolte Patil Life Republic4.5 ★ ,1 BHK1 Bath,590 sq.ft. (55 sq.m.) Built-up Area,"₹ 40 L₹ 6,779/sq.ft."
496,496,Rama Melange Residences4.6 ★ ,2 BHK2 Baths,730 sq.ft. (68 sq.m.) Super built-up Area,"₹ 58 L₹ 7,945/sq.ft."
497,497,Xerbia Apartments,1 BHK1 Bath,315 sq.ft. (29 sq.m.) Carpet Area,"₹ 18 L₹ 5,714/sq.ft."
498,498,Park Astra,,,
499,499,ITrend Homes3.9 ★,,,
500,500,HubTech Bunglow Plots,3 BHK4 Baths,"3,000 sq.ft. (279 sq.m.) Plot Area","₹ 2.5 Cr₹ 8,333/sq.ft."
501,501,Xrbia Hinjewadi4.2 ★ ,2 BHK2 Baths,600 sq.ft. (56 sq.m.) Built-up Area,"₹ 30 L₹ 5,000/sq.ft."
502,502,32 Pinewood Drive,,,
503,503,garve akshara park,1 BHK1 Bath,391 sq.ft. (36 sq.m.) Carpet Area,"₹ 28 L₹ 7,161/sq.ft."
504,504,Kolte Patil Life Republic4.4 ★ ,1 BHK1 Bath,650 sq.ft. (60 sq.m.) Built-up Area,"₹ 37 L₹ 5,692/sq.ft."
505,505,Kolte Patil Life Republic4.4 ★ ,1 BHK1 Bath,585 sq.ft. (54 sq.m.) Built-up Area,"₹ 46 L₹ 7,863/sq.ft."
506,506,hinjawadi hills xrbia society,3 BHK2 Baths,800 sq.ft. (74 sq.m.) Super built-up Area,"₹ 40 L₹ 4,375/sq.ft."
507,507,Life Republic I Tower,1 BHK1 Bath,590 sq.ft. (55 sq.m.) Built-up Area,"₹ 35 L₹ 5,932/sq.ft."
508,508,Megapolis Sunway4.4 ★ ,2 BHK2 Baths,"1,007 sq.ft. (94 sq.m.) Super built-up Area","₹ 60 L₹ 5,958/sq.ft."
509,509,SBM Aviva,1 BHK1 Bath,450 sq.ft. (42 sq.m.) Carpet Area,"₹ 40 L₹ 8,888/sq.ft."
510,510,xrbia hills chs,2 BHK2 Baths,600 sq.ft. (56 sq.m.) Super built-up Area,"₹ 30 L₹ 5,000/sq.ft."
511,511,Geras Adara,1 BHK1 Bath,350 sq.ft. (33 sq.m.) Carpet Area,"₹ 42 L₹ 12,000/sq.ft."
512,512,Mittal Pebbles High Mont4.1 ★,,,
513,513,Xrbia Hinjewadi Road4.2 ★ ,2 BHK2 Baths,585 sq.ft. (54 sq.m.) Super built-up Area,"₹ 32 L₹ 5,470/sq.ft."
514,514,Sagar Accord,1 BHK1 Bath,490 sq.ft. (46 sq.m.) Carpet Area,"₹ 47 L₹ 9,591/sq.ft."
515,515,Gurukrupa Residency3.9 ★ ,1 BHK1 Bath,600 sq.ft. (56 sq.m.) Super built-up Area,"₹ 33 L₹ 5,500/sq.ft."
516,516,Rama Air Castles4.5 ★ ,2 BHK2 Baths,837 sq.ft. (78 sq.m.) Super built-up Area,"₹ 52 L₹ 6,212/sq.ft."
517,517,Mittal Pebbles High Mont4.1 ★ ,2 BHK2 Baths,750 sq.ft. (70 sq.m.) Built-up Area,"₹ 60 L₹ 8,000/sq.ft."
518,518,dewdrops sakharewasti road,1 BHK1 Bath,475 sq.ft. (44 sq.m.) Super built-up Area,"₹ 42 L₹ 8,842/sq.ft."
519,519,Godrej 24,2 BHK2 Baths,702 sq.ft. (65 sq.m.) Carpet Area,"₹ 85 L₹ 12,108/sq.ft."
520,520,atlanta phase 1,2 BHK2 Baths,720 sq.ft. (67 sq.m.) Carpet Area,"₹ 70 L₹ 9,722/sq.ft."
521,521,Seetai Villa,2 BHK2 Baths,923 sq.ft. (86 sq.m.) Carpet Area,"₹ 65 L₹ 7,042/sq.ft."
522,522,Air Castles,3 BHK2 Baths,"1,130 sq.ft. (105 sq.m.) Built-up Area","₹ 65 L₹ 5,752/sq.ft."
523,523,Kumar Megapolis4.5 ★ ,3 BHK3 Baths,"1,495 sq.ft. (139 sq.m.) Super built-up Area","₹ 90 L₹ 6,020/sq.ft."
524,524,Prem Mairah Residences3.6 ★ ,1 BHK1 Bath,448 sq.ft. (42 sq.m.) Carpet Area,"₹ 38.5 L₹ 8,593/sq.ft."
525,525,Kohinoor Coral,2 BHK2 Baths,615 sq.ft. (57 sq.m.) Carpet Area,"₹ 46 L₹ 7,471/sq.ft."
526,526,Godrej 24,3 BHK3 Baths,"1,132 sq.ft. (105 sq.m.) Carpet Area","₹ 1.35 Cr₹ 11,925/sq.ft."
527,527,Sheth Beverly Hills,1 BHK1 Bath,705 sq.ft. (66 sq.m.) Super built-up Area,"₹ 48 L₹ 6,808/sq.ft."
528,528,Xrbia Township,3 BHK2 Baths,571 sq.ft. (53 sq.m.) Carpet Area,"₹ 36 L₹ 6,654/sq.ft."
529,529,Candy Floors Apartments,2 BHK2 Baths,994 sq.ft. (92 sq.m.) Carpet Area,"₹ 42 L₹ 4,225/sq.ft."
530,530,Kumar Megapolis4.5 ★ ,2 BHK2 Baths,"1,080 sq.ft. (100 sq.m.) Super built-up Area","₹ 65 L₹ 6,018/sq.ft."
531,531,Vaishnavi Homes,,,
532,532,Paranjape Blue Ridge4.4 ★,,,
533,533,Kolte Patil Life Republic4.4 ★,,,
534,534,Kolte Patil Life Republic4.4 ★,,,
535,535,The Pristine Horizon Village Residency 3,,,
536,536,24K Solitaire Assets,,,
537,537,24K Solitaire Assets,,,
538,538,24K Real Assets,,,
539,539,Kolte Patil Life Republic4.5 ★,,,
540,540,24K Solitaire Assets,,,
541,541,24K Solitaire Assets,,,
542,542,24K Solitaire Assets,,,
